Season,CoachName,TeamID,RegularSeasonWinPct,TournamentWinPct,Experience,RegularSeasonGames,TournamentGames
2003,dana_altman,1166,0.879,0.0,1,33,0
2003,danny_kaspar,1372,0.704,0.0,1,27,0
2003,danny_nee,1182,0.3,0.0,1,30,0
2003,dave_bike,1357,0.25,0.0,1,28,0
2003,dave_bliss,1124,0.5,0.0,1,28,0
2003,dave_calloway,1284,0.536,0.0,1,28,0
2003,dave_faucher,1171,0.269,0.0,1,26,0
2003,dave_leitao,1177,0.571,0.0,1,28,0
2003,dave_loos,1122,0.741,0.0,1,27,0
2003,dave_magarity,1265,0.448,0.0,1,29,0
2003,dave_odom,1376,0.429,0.0,1,28,0
2003,davey_whitney,1108,0.424,0.0,1,33,0
2003,david_henderson,1174,0.517,0.0,1,29,0
2003,dennis_felton,1443,0.742,0.0,1,31,0
2003,dennis_nutt,1402,0.556,0.0,1,27,0
2003,dennis_wolff,1131,0.667,0.0,1,30,0
2003,dereck_whittenburg,1447,0.677,0.0,1,31,0
2003,derek_thompson,1289,0.167,0.0,1,24,0
2003,derek_waugh,1391,0.231,0.0,1,26,0
2003,dick_davey,1365,0.444,0.0,1,27,0
2003,dickey_nutt,1117,0.423,0.0,1,26,0
2003,don_devoe,1298,0.269,0.0,1,26,0
2003,don_harnum,1351,0.429,0.0,1,28,0
2003,don_maestri,1407,0.833,0.0,1,30,0
2003,donnie_marsh,1198,0.25,0.0,1,28,0
2003,donny_daniels,1168,0.345,0.0,1,29,0
2003,doug_noll,1236,0.31,0.0,1,29,0
2003,doug_oliver,1226,0.481,0.0,1,27,0
2003,duane_reboul,1128,0.654,0.0,1,26,0
2003,dwight_freeman,1313,0.483,0.0,1,29,0
2003,ed_daniels,1366,0.111,0.0,1,27,0
2003,ed_dechellis,1190,0.63,0.0,1,27,0
2003,ed_schilling,1460,0.333,0.0,1,27,0
2003,eddie_biedenbach,1421,0.448,0.0,1,29,0
2003,eddie_mccarter,1426,0.519,0.0,1,27,0
2003,eddie_sutton,1329,0.69,0.0,1,29,0
2003,emmett_davis,1159,0.462,0.0,1,26,0
2003,ernie_kent,1332,0.719,0.0,1,32,0
2003,fang_mitchell,1164,0.393,0.0,1,28,0
2003,fran_dunphy,1335,0.815,0.0,1,27,0
2003,fran_mccaffery,1422,0.214,0.0,1,28,0
2003,fran_o'hanlon,1248,0.407,0.0,1,27,0
2003,frank_sullivan,1217,0.423,0.0,1,26,0
2003,frankie_allen,1224,0.433,0.0,1,30,0
2003,gary_garner,1369,0.321,0.0,1,28,0
2003,gary_waters,1353,0.429,0.0,1,28,0
2003,gary_williams,1268,0.679,0.0,1,28,0
2003,gene_keady,1345,0.643,0.0,1,28,0
2003,glen_miller,1135,0.607,0.0,1,28,0
2003,greg_graham,1129,0.429,0.0,1,28,0
2003,greg_jackson,1175,0.556,0.0,1,27,0
2003,greg_kampe,1324,0.577,0.0,1,26,0
2003,greg_mcdermott,1320,0.37,0.0,1,27,0
2003,greg_white,1267,0.464,0.0,1,28,0
2003,gregg_marshall,1457,0.643,0.0,1,28,0
2003,heath_schroyer,1340,0.16,0.0,1,25,0
2003,henry_bibby,1425,0.433,0.0,1,30,0
2003,herb_sendek,1301,0.6,0.0,1,30,0
2003,houston_fancher,1111,0.615,0.0,1,26,0
2003,howie_dickenman,1148,0.536,0.0,1,28,0
2003,hugh_durham,1239,0.429,0.0,1,28,0
2003,james_green,1379,0.448,0.0,1,29,0
2003,james_jones,1463,0.5,0.0,1,26,0
2003,jan_van_breda_kolff,1382,0.481,0.0,1,27,0
2003,jay_john,1333,0.444,0.0,1,27,0
2003,jay_smith,1141,0.793,0.0,1,29,0
2003,jay_wright,1437,0.5,0.0,1,30,0
2003,jeff_a_jones,1110,0.533,0.0,1,30,0
2003,jeff_capel,1433,0.643,0.0,1,28,0
2003,jeff_lebo,1151,0.679,0.0,1,28,0
2003,jeff_price,1204,0.5,0.0,1,26,0
2003,jeff_ruland,1233,0.586,0.0,1,29,0
2003,jerome_jenkins,1170,0.393,0.0,1,28,0
2003,jerry_dunn,1336,0.25,0.0,1,28,0
2003,jerry_francis,1341,0.586,0.0,1,29,0
2003,jerry_steele,1219,0.259,0.0,1,27,0
2003,jerry_wainwright,1350,0.536,0.0,1,28,0
2003,jessie_evans,1418,0.679,0.0,1,28,0
2003,jim_baron,1348,0.621,0.0,1,29,0
2003,jim_boeheim,1393,0.828,0.0,1,29,0
2003,jim_boone,1185,0.462,0.0,1,26,0
2003,jim_calhoun,1163,0.7,0.0,1,30,0
2003,jim_christian,1245,0.69,0.0,1,29,0
2003,jim_crews,1119,0.12,0.0,1,25,0
2003,jim_ferry,1254,0.321,0.0,1,28,0
2003,jim_harrick,1208,0.704,0.0,1,27,0
2003,jim_j_o'brien,1326,0.548,0.0,1,31,0
2003,jim_kerwin,1442,0.192,0.0,1,26,0
2003,jim_larranaga,1206,0.571,0.0,1,28,0
2003,jim_les,1133,0.379,0.0,1,29,0
2003,jim_phelan,1291,0.407,0.0,1,27,0
2003,jim_platt,1149,0.462,0.0,1,26,0
2003,jim_wooldridge,1243,0.433,0.0,1,30,0
2003,jimmy_collins,1227,0.724,0.0,1,29,0
2003,jimmy_tillette,1359,0.444,0.0,1,27,0
2003,joe_cravens,1451,0.862,0.0,1,29,0
2003,joe_desantis,1346,0.571,0.0,1,28,0
2003,joe_mihalich,1310,0.586,0.0,1,29,0
2003,joe_scott,1102,0.429,0.0,1,28,0
2003,john_beilein,1452,0.483,0.0,1,29,0
2003,john_brady,1261,0.677,0.0,1,31,0
2003,john_calipari,1272,0.793,0.0,1,29,0
2003,john_chaney,1396,0.5,0.0,1,30,0
2003,john_giannini,1263,0.429,0.0,1,28,0
2003,john_masi,1415,0.217,0.0,1,23,0
2003,john_pelphrey,1375,0.462,0.0,1,26,0
2003,john_phillips,1409,0.71,0.0,1,31,0
2003,john_robic,1464,0.259,0.0,1,27,0
2003,john_thompson_iii,1343,0.577,0.0,1,26,0
2003,johnny_jones,1317,0.192,0.0,1,26,0
2003,karl_hobbs,1203,0.414,0.0,1,29,0
2003,keith_richard,1256,0.4,0.0,1,25,0
2003,kelvin_sampson,1328,0.8,0.0,1,30,0
2003,kermit_davis,1292,0.5,0.0,1,28,0
2003,kevin_bromley,1142,0.517,0.0,1,29,0
2003,kevin_johnson,1147,0.417,0.0,1,24,0
2003,kevin_stallings,1435,0.379,0.0,1,29,0
2003,kirk_speraw,1416,0.645,0.0,1,31,0
2003,kurt_kanaskie,1179,0.286,0.0,1,28,0
2003,kyle_macy,1287,0.654,0.0,1,26,0
2003,lafayette_stribling,1290,0.519,0.0,1,27,0
2003,larry_davis,1202,0.393,0.0,1,28,0
2003,larry_eustachy,1235,0.536,0.0,1,28,0
2003,larry_farmer,1260,0.484,0.0,1,31,0
2003,larry_harrison,1216,0.536,0.0,1,28,0
2003,larry_reynolds,1253,0.154,0.0,1,26,0
2003,larry_shyatt,1155,0.536,0.0,1,28,0
2003,larry_wright,1212,0.357,0.0,1,28,0
2003,leonard_hamilton,1199,0.483,0.0,1,29,0
2003,leonard_perry,1225,0.444,0.0,1,27,0
2003,lorenzo_romar,1449,0.37,0.0,1,27,0
2003,lou_henson,1308,0.679,0.0,1,28,0
2003,louis_orr,1371,0.586,0.0,1,29,0
2003,lute_olson,1112,0.893,0.0,1,28,0
2003,mark_few,1211,0.742,0.0,1,31,0
2003,mark_gottfried,1104,0.607,0.0,1,28,0
2003,mark_schmidt,1352,0.346,0.0,1,26,0
2003,mark_simons,1189,0.4,0.0,1,25,0
2003,mark_slonaker,1273,0.786,0.0,1,28,0
2003,mark_turgeon,1455,0.621,0.0,1,29,0
2003,matt_doherty,1314,0.531,0.0,1,32,0
2003,melvin_watkins,1401,0.5,0.0,1,28,0
2003,michael_holton,1339,0.37,0.0,1,27,0
2003,michael_hunt,1406,0.143,0.0,1,28,0
2003,mick_durham,1286,0.36,0.0,1,25,0
2003,mike_adras,1319,0.5,0.0,1,26,0
2003,mike_anderson,1412,0.6,0.0,1,30,0
2003,mike_brey,1323,0.71,0.0,1,31,0
2003,mike_davis,1231,0.625,0.0,1,32,0
2003,mike_deane,1249,0.462,0.0,1,26,0
2003,mike_dement,1374,0.567,0.0,1,30,0
2003,mike_gillespie,1197,0.586,0.0,1,29,0
2003,mike_jarvis,1385,0.552,0.0,1,29,0
2003,mike_krzyzewski,1181,0.8,0.0,1,30,0
2003,mike_laplante,1240,0.655,0.0,1,29,0
2003,mike_macdonald,1145,0.357,0.0,1,28,0
2003,mike_mcconathy,1322,0.222,0.0,1,27,0
2003,mike_montgomery,1390,0.742,0.0,1,31,0
2003,mike_sutton,1399,0.586,0.0,1,29,0
2003,mike_vining,1419,0.407,0.0,1,27,0
2003,mike_young,1459,0.4,0.0,1,25,0
2003,monte_towe,1309,0.481,0.0,1,27,0
2003,neil_dougherty,1395,0.321,0.0,1,28,0
2003,nick_macarchuk,1392,0.423,0.0,1,26,0
2003,oliver_purnell,1173,0.828,0.0,1,29,0
2003,pat_dennis,1154,0.167,0.0,1,24,0
2003,pat_douglass,1414,0.679,0.0,1,28,0
2003,pat_flannery,1137,0.464,0.0,1,28,0
2003,pat_kennedy,1285,0.429,0.0,1,28,0
2003,paul_graham,1450,0.259,0.0,1,27,0
2003,paul_hewitt,1210,0.5,0.0,1,28,0
2003,paul_westphal,1337,0.536,0.0,1,28,0
2003,perry_clark,1274,0.393,0.0,1,28,0
2003,perry_watson,1178,0.586,0.0,1,29,0
2003,pete_gillen,1438,0.483,0.0,1,29,0
2003,pete_strickland,1157,0.423,0.0,1,26,0
2003,phil_johnson,1363,0.192,0.0,1,26,0
2003,phil_martelli,1386,0.793,0.0,1,29,0
2003,phil_rowe,1306,0.179,0.0,1,28,0
2003,philip_mathews,1362,0.5,0.0,1,28,0
2003,porter_moser,1114,0.571,0.0,1,28,0
2003,quin_snyder,1281,0.677,0.0,1,31,0
2003,ralph_willard,1221,0.862,0.0,1,29,0
2003,randy_bennett,1388,0.483,0.0,1,29,0
2003,randy_dunton,1251,0.483,0.0,1,29,0
2003,ray_giacoletti,1186,0.586,0.0,1,29,0
2003,ray_lopes,1201,0.714,0.0,1,28,0
2003,ray_mccallum,1222,0.286,0.0,1,28,0
2003,reggie_witherspoon,1138,0.179,0.0,1,28,0
2003,ricardo_patton,1160,0.645,0.0,1,31,0
2003,rich_zvosec,1282,0.31,0.0,1,29,0
2003,rick_barnes,1400,0.786,0.0,1,28,0
2003,rick_boyages,1456,0.429,0.0,1,28,0
2003,rick_byrd,1125,0.571,0.0,1,28,0
2003,rick_majerus,1428,0.767,0.0,1,30,0
2003,rick_pitino,1257,0.8,0.0,1,30,0
2003,rick_samuels,1183,0.464,0.0,1,28,0
2003,rick_scruggs,1205,0.143,0.0,1,28,0
2003,rick_stansbury,1280,0.7,0.0,1,30,0
2003,ricky_blanton,1311,0.074,0.0,1,27,0
2003,ricky_stokes,1439,0.379,0.0,1,29,0
2003,riley_wallace,1218,0.621,0.0,1,29,0
2003,ritchie_mckay,1307,0.333,0.0,1,27,0
2003,rob_evans,1113,0.621,0.0,1,29,0
2003,rob_judson,1296,0.548,0.0,1,31,0
2003,rob_lanier,1373,0.655,0.0,1,29,0
2003,rob_spivery,1106,0.464,0.0,1,28,0
2003,robert_mccullum,1444,0.655,0.0,1,29,0
2003,rod_barnes,1279,0.483,0.0,1,29,0
2003,rollie_massimino,1156,0.267,0.0,1,30,0
2003,ron_everhart,1318,0.483,0.0,1,29,0
2003,ron_ganulin,1383,0.467,0.0,1,30,0
2003,ron_hunter,1237,0.594,0.0,1,32,0
2003,ronnie_arrow,1394,0.423,0.0,1,26,0
2003,ronnie_courtney,1411,0.6,0.0,1,30,0
2003,roy_williams,1242,0.767,0.0,1,30,0
2003,royce_waltman,1232,0.226,0.0,1,31,0
2003,scott_drew,1434,0.667,0.0,1,30,0
2003,scott_hicks,1259,0.143,0.0,1,28,0
2003,scott_sanderson,1252,0.25,0.0,1,24,0
2003,scott_sutton,1331,0.63,0.0,1,27,0
2003,seth_greenberg,1378,0.5,0.0,1,28,0
2003,shawn_finney,1408,0.5,0.0,1,30,0
2003,sherman_dillard,1241,0.414,0.0,1,29,0
2003,sidney_green,1194,0.222,0.0,1,27,0
2003,skip_prosser,1448,0.828,0.0,1,29,0
2003,stan_heath,1116,0.321,0.0,1,28,0
2003,stan_joplin,1405,0.448,0.0,1,29,0
2003,steve_aggers,1258,0.367,0.0,1,30,0
2003,steve_alford,1234,0.536,0.0,1,28,0
2003,steve_cleveland,1140,0.742,0.0,1,31,0
2003,steve_donahue,1165,0.308,0.0,1,26,0
2003,steve_fisher,1361,0.519,0.0,1,27,0
2003,steve_lappas,1269,0.357,0.0,1,28,0
2003,steve_lavin,1417,0.345,0.0,1,29,0
2003,steve_mcclain,1461,0.655,0.0,1,29,0
2003,steve_merfeld,1191,0.429,0.0,1,28,0
2003,steve_shurina,1441,0.25,0.0,1,24,0
2003,stew_morrill,1429,0.733,0.0,1,30,0
2003,terry_carroll,1176,0.531,0.0,1,32,0
2003,tevester_anderson,1293,0.556,0.0,1,27,0
2003,thad_matta,1462,0.833,0.0,1,30,0
2003,thomas_trotter,1271,0.179,0.0,1,28,0
2003,tic_price,1270,0.481,0.0,1,27,0
2003,tim_buckley,1123,0.433,0.0,1,30,0
2003,tim_carter,1427,0.346,0.0,1,26,0
2003,tim_o'shea,1325,0.467,0.0,1,30,0
2003,tim_o'toole,1193,0.633,0.0,1,30,0
2003,tim_welsh,1344,0.552,0.0,1,29,0
2003,tod_kowalczyk,1453,0.321,0.0,1,28,0
2003,todd_lickliter,1139,0.828,0.0,1,29,0
2003,tom_brennan,1436,0.655,0.0,1,29,0
2003,tom_crean,1266,0.821,0.0,1,28,0
2003,tom_green,1192,0.517,0.0,1,29,0
2003,tom_herrion,1158,0.759,0.0,1,29,0
2003,tom_izzo,1277,0.613,0.0,1,31,0
2003,tom_pecora,1220,0.276,0.0,1,29,0
2003,tom_richardson,1229,0.276,0.0,1,29,0
2003,tom_sullivan,1420,0.259,0.0,1,27,0
2003,tommy_amaker,1276,0.567,0.0,1,30,0
2003,travis_ford,1184,0.292,0.0,1,24,0
2003,trent_johnson,1305,0.567,0.0,1,30,0
2003,tubby_smith,1246,0.906,0.0,1,32,0
2003,van_holt,1115,0.143,0.0,1,28,0
2003,vann_pettaway,1105,0.269,0.0,1,26,0
2003,will_brown,1107,0.25,0.0,1,28,0
2003,willis_wilson,1349,0.63,0.0,1,27,0
2004,al_skinner,1130,0.672,0.0,2,61,0
2004,al_walker,1127,0.491,0.0,2,57,0
2004,anthony_solomon,1382,0.25,0.0,1,28,0
2004,barry_collier,1304,0.474,0.0,2,57,0
2004,barry_hinson,1283,0.581,0.0,2,62,0
2004,bart_bellairs,1440,0.226,0.0,2,53,0
2004,bart_lundy,1219,0.607,0.0,1,28,0
2004,ben_betts,1354,0.607,0.0,1,28,0
2004,ben_braun,1143,0.596,0.5,2,57,2
2004,ben_howland,1417,0.638,0.667,2,58,3
2004,bill_carmody,1321,0.448,0.0,2,58,0
2004,bill_evans,1381,0.327,0.0,2,52,0
2004,bill_herrion,1187,0.431,0.0,2,51,0
2004,bill_self,1242,0.759,0.5,2,58,2
2004,billy_donovan,1196,0.721,0.5,2,61,2
2004,billy_gillispie,1431,0.466,0.0,2,58,0
2004,billy_hahn,1247,0.373,0.0,2,59,0
2004,billy_kennedy,1368,0.5,0.0,2,50,0
2004,billy_taylor,1250,0.593,0.0,2,54,0
2004,billy_tubbs,1249,0.28,0.0,1,25,0
2004,blaine_taylor,1330,0.518,0.0,2,56,0
2004,bo_ryan,1458,0.78,0.667,2,59,3
2004,bob_burton,1168,0.37,0.0,1,27,0
2004,bob_hoffman,1410,0.32,0.0,2,50,0
2004,bob_huggins,1153,0.707,0.0,2,58,1
2004,bob_knight,1403,0.645,0.0,2,62,0
2004,bob_leckie,1389,0.466,0.0,2,58,0
2004,bob_marlin,1358,0.588,0.0,2,51,1
2004,bob_mckillop,1172,0.56,0.0,2,50,0
2004,bob_thomason,1334,0.603,0.0,2,58,0
2004,bob_williams,1364,0.569,0.0,2,58,0
2004,bobby_braswell,1169,0.456,0.0,2,57,0
2004,bobby_collins,1214,0.533,0.0,2,60,0
2004,bobby_gonzalez,1264,0.81,0.0,2,58,1
2004,bobby_jones,1384,0.482,0.0,2,56,0
2004,bobby_lutz,1150,0.586,0.0,2,58,0
2004,brad_brownell,1423,0.65,0.0,2,60,1
2004,brad_holland,1360,0.351,0.0,2,57,1
2004,brad_soderberg,1387,0.576,0.0,2,59,0
2004,bret_campbell,1404,0.36,0.0,2,50,0
2004,brian_gregory,1173,0.75,0.0,1,32,0
2004,bruce_pearl,1454,0.707,0.0,2,58,1
2004,bruce_weber,1228,0.8,0.0,2,60,1
2004,bruiser_flint,1180,0.632,0.0,2,57,0
2004,butch_beard,1288,0.321,0.0,2,56,0
2004,buzz_peterson,1397,0.571,0.0,2,56,0
2004,byron_samuels,1347,0.357,0.0,2,56,0
2004,c_j_reed,1126,0.271,0.0,2,59,0
2004,charlie_coles,1275,0.527,0.0,2,55,0
2004,cliff_ellis,1120,0.569,0.667,2,58,3
2004,craig_esherick,1207,0.491,0.0,2,57,0
2004,cy_alexander,1398,0.464,0.0,2,56,1
2004,dale_layer,1161,0.5,0.0,2,58,1
2004,dan_dakich,1132,0.411,0.0,2,56,0
2004,dan_hipsher,1103,0.473,0.0,2,55,0
2004,dan_monson,1278,0.483,0.0,2,58,0
2004,dana_altman,1166,0.803,0.0,2,61,1
2004,danny_kaspar,1372,0.679,0.0,2,53,0
2004,danny_nee,1182,0.356,0.0,2,59,0
2004,darrin_horn,1443,0.5,0.0,1,26,0
2004,dave_bike,1357,0.345,0.0,2,55,0
2004,dave_calloway,1284,0.6,0.0,2,60,0
2004,dave_faucher,1171,0.173,0.0,2,52,0
2004,dave_leitao,1177,0.638,0.0,2,58,0
2004,dave_loos,1122,0.709,0.0,2,55,1
2004,dave_magarity,1265,0.333,0.0,2,57,0
2004,dave_odom,1376,0.574,0.0,2,61,0
2004,david_henderson,1174,0.544,0.0,2,57,0
2004,dennis_felton,1208,0.65,0.0,2,60,1
2004,dennis_nutt,1402,0.48,0.0,2,50,0
2004,dennis_wolff,1131,0.741,0.0,2,58,0
2004,dereck_whittenburg,1200,0.458,0.0,2,59,1
2004,derek_thomas,1442,0.111,0.0,1,27,0
2004,derek_waugh,1391,0.314,0.0,2,51,0
2004,dick_bennett,1450,0.429,0.0,1,28,0
2004,dick_davey,1365,0.466,0.0,2,58,0
2004,dickey_nutt,1117,0.5,0.0,2,52,0
2004,don_devoe,1298,0.192,0.0,2,52,0
2004,don_harnum,1351,0.5,0.0,2,58,0
2004,don_maestri,1407,0.828,0.0,2,58,1
2004,donnie_marsh,1198,0.189,0.0,2,53,0
2004,doug_noll,1236,0.2,0.0,2,55,0
2004,doug_oliver,1226,0.429,0.0,2,56,0
2004,duane_reboul,1128,0.686,0.0,2,51,0
2004,dwight_freeman,1313,0.456,0.0,2,57,0
2004,ed_daniels,1366,0.13,0.0,2,54,0
2004,ed_dechellis,1336,0.473,0.0,2,55,1
2004,eddie_biedenbach,1421,0.357,0.5,2,56,2
2004,eddie_mccarter,1426,0.528,0.0,2,53,0
2004,eddie_sutton,1329,0.793,0.5,2,58,2
2004,emmett_davis,1159,0.472,0.0,2,53,0
2004,ernie_kent,1332,0.644,0.0,2,59,1
2004,ernie_nestor,1189,0.357,0.0,1,28,0
2004,fang_mitchell,1164,0.483,0.0,2,60,0
2004,fran_dunphy,1335,0.722,0.0,2,54,1
2004,fran_mccaffery,1422,0.291,0.0,2,55,0
2004,fran_o'hanlon,1248,0.509,0.0,2,53,0
2004,frank_sullivan,1217,0.283,0.0,2,53,0
2004,frankie_allen,1224,0.328,0.0,2,58,0
2004,gary_garner,1369,0.34,0.0,2,53,0
2004,gary_waters,1353,0.491,0.0,2,55,0
2004,gary_williams,1268,0.655,0.667,2,58,3
2004,gene_keady,1345,0.603,0.5,2,58,2
2004,glen_miller,1135,0.556,0.0,2,54,0
2004,greg_graham,1129,0.554,0.0,2,56,0
2004,greg_jackson,1175,0.509,0.0,2,55,0
2004,greg_kampe,1324,0.481,0.0,2,54,0
2004,greg_mcdermott,1320,0.536,0.0,2,56,0
2004,gregg_marshall,1457,0.593,0.0,2,54,0
2004,heath_schroyer,1340,0.26,0.0,2,50,0
2004,henry_bibby,1425,0.448,0.0,2,58,0
2004,herb_sendek,1301,0.644,0.0,2,59,1
2004,homer_drew,1434,0.586,0.0,1,29,0
2004,houston_fancher,1111,0.436,0.0,2,55,0
2004,howie_dickenman,1148,0.518,0.0,2,56,0
2004,hugh_durham,1239,0.426,0.0,2,54,0
2004,james_green,1379,0.446,0.0,2,56,0
2004,james_jones,1463,0.462,0.0,2,52,0
2004,jamie_dixon,1338,0.875,0.0,1,32,0
2004,jay_john,1333,0.426,0.0,2,54,0
2004,jay_smith,1141,0.483,0.5,2,58,2
2004,jay_wright,1437,0.5,0.0,2,60,0
2004,jeff_a_jones,1110,0.557,0.0,2,61,0
2004,jeff_capel,1433,0.707,0.0,2,58,0
2004,jeff_lebo,1151,0.636,0.0,2,55,0
2004,jeff_price,1204,0.596,0.0,2,52,0
2004,jeff_ruland,1233,0.483,0.0,2,58,0
2004,jerome_jenkins,1170,0.407,0.0,2,54,0
2004,jerry_eaves,1299,0.107,0.0,1,28,0
2004,jerry_francis,1341,0.429,0.0,2,56,0
2004,jerry_wainwright,1350,0.583,0.0,2,60,0
2004,jessie_evans,1418,0.685,0.0,2,54,0
2004,jim_baron,1348,0.617,0.0,2,60,0
2004,jim_boeheim,1393,0.789,1.0,2,57,6
2004,jim_boone,1185,0.431,0.0,2,51,0
2004,jim_calhoun,1163,0.762,0.667,2,63,3
2004,jim_christian,1245,0.707,0.0,2,58,0
2004,jim_crews,1119,0.14,0.0,2,50,0
2004,jim_ferry,1254,0.309,0.0,2,55,0
2004,jim_j_o'brien,1326,0.508,0.0,2,61,0
2004,jim_larranaga,1206,0.638,0.0,2,58,0
2004,jim_les,1133,0.441,0.0,2,59,0
2004,jim_platt,1149,0.308,0.0,2,52,0
2004,jim_wooldridge,1243,0.466,0.0,2,58,0
2004,jimmy_collins,1227,0.75,0.0,2,60,0
2004,jimmy_tillette,1359,0.392,0.0,2,51,0
2004,joe_cravens,1451,0.679,0.0,2,56,1
2004,joe_desantis,1346,0.418,0.0,2,55,0
2004,joe_jones,1162,0.346,0.0,1,26,0
2004,joe_mihalich,1310,0.644,0.0,2,59,0
2004,joe_scott,1102,0.607,0.0,2,56,0
2004,john_beilein,1452,0.509,0.0,2,57,0
2004,john_brady,1261,0.661,0.0,2,59,1
2004,john_calipari,1272,0.772,0.0,2,57,1
2004,john_chaney,1396,0.517,0.0,2,58,0
2004,john_giannini,1263,0.536,0.0,2,56,0
2004,john_masi,1415,0.3,0.0,2,50,0
2004,john_pelphrey,1375,0.423,0.0,2,52,0
2004,john_phillips,1409,0.517,0.5,2,60,2
2004,john_robic,1464,0.259,0.0,2,54,0
2004,john_thompson_iii,1343,0.654,0.0,2,52,0
2004,johnny_jones,1317,0.308,0.0,2,52,0
2004,karl_hobbs,1203,0.517,0.0,2,58,0
2004,keith_richard,1256,0.434,0.0,2,53,0
2004,kelvin_sampson,1328,0.729,0.75,2,59,4
2004,kermit_davis,1292,0.527,0.0,2,55,0
2004,kevin_bromley,1142,0.455,0.0,2,55,0
2004,kevin_johnson,1147,0.48,0.0,2,50,0
2004,kevin_jones,1152,0.355,0.0,1,31,0
2004,kevin_stallings,1435,0.542,0.0,2,59,0
2004,kirk_speraw,1416,0.733,0.0,2,60,0
2004,kyle_macy,1287,0.577,0.0,2,52,0
2004,lafayette_stribling,1290,0.648,0.0,2,54,0
2004,larry_davis,1202,0.463,0.0,2,54,0
2004,larry_farmer,1260,0.4,0.0,2,60,0
2004,larry_harrison,1216,0.464,0.0,2,56,0
2004,larry_reynolds,1253,0.173,0.0,2,52,0
2004,larry_wright,1212,0.345,0.0,2,55,0
2004,leonard_hamilton,1199,0.525,0.0,2,59,0
2004,leonard_perry,1225,0.446,0.0,2,56,0
2004,lorenzo_romar,1449,0.509,0.0,2,57,0
2004,lou_henson,1308,0.566,0.0,2,53,0
2004,louis_orr,1371,0.632,0.0,2,57,0
2004,lute_olson,1112,0.789,0.75,2,57,4
2004,mark_few,1211,0.833,0.5,2,60,2
2004,mark_gottfried,1104,0.596,0.0,2,57,1
2004,mark_schmidt,1352,0.407,0.0,2,54,0
2004,mark_slonaker,1273,0.579,0.0,2,57,0
