Season,TeamID,conf_tourney_games,conf_tourney_winpct,conf_tourney_points_ratio,days_until_tourney,conf_tourney_champion
2004,1368,2,0.5,1.0397350993377483,4,0
2004,1372,3,0.6666666666666666,1.1487179487179486,2,0
2004,1405,3,0.6666666666666666,1.0192307692307692,2,0
2004,1426,2,0.5,1.1068702290076335,4,0
2004,1427,3,1.0,1.0482456140350878,2,1
2004,1186,2,1.0,1.2767857142857142,4,1
2004,1256,2,0.5,0.9911504424778761,3,0
2004,1271,2,0.5,0.7985074626865671,4,0
2004,1319,2,0.5,1.048951048951049,4,0
2004,1374,2,0.5,1.0296296296296297,3,0
2004,1130,3,0.6666666666666666,1.0289017341040463,2,0
2004,1150,2,0.5,1.152,3,0
2004,1164,3,0.6666666666666666,0.9942857142857143,1,0
2004,1169,4,0.75,1.0452830188679245,1,0
2004,1182,2,0.5,0.9310344827586207,3,0
2004,1257,2,0.5,1.0423728813559323,3,0
2004,1323,2,0.5,0.9461538461538461,3,0
2004,1348,2,0.5,0.8677685950413223,3,0
2004,1350,3,0.6666666666666666,1.2142857142857142,2,0
2004,1354,2,0.5,1.1322314049586777,2,0
2004,1387,3,0.6666666666666666,0.9826589595375722,2,0
2004,1395,2,0.5,0.8543046357615894,3,0
2004,1415,2,0.5,1.0077519379844961,3,0
2004,1437,3,0.6666666666666666,0.9380952380952381,2,0
2004,1439,2,0.5,0.9242424242424242,3,0
2004,1462,4,1.0,1.3436123348017621,1,1
2004,1104,2,0.5,1.2661290322580645,2,0
2004,1105,3,0.6666666666666666,1.0133928571428572,1,0
2004,1106,3,1.0,1.0511363636363635,1,1
2004,1108,2,0.5,0.9932885906040269,2,0
2004,1112,2,0.5,0.9879518072289156,2,0
2004,1129,2,0.5,1.0359712230215827,2,0
2004,1140,2,0.5,1.015625,2,0
2004,1153,3,1.0,1.1708860759493671,1,1
2004,1161,2,0.5,1.0390625,2,0
2004,1163,3,1.0,1.1530054644808743,1,1
2004,1173,3,0.6666666666666666,1.035294117647059,1,0
2004,1175,2,0.5,1.0818181818181818,2,0
2004,1177,3,0.6666666666666666,1.1030927835051547,1,0
2004,1197,3,1.0,1.1142857142857143,1,1
2004,1203,2,0.5,1.05,2,0
2004,1208,2,0.5,1.0390625,2,0
2004,1225,2,0.5,1.016,2,0
2004,1231,2,0.5,1.0142857142857142,2,0
2004,1235,2,0.5,1.0408163265306123,2,0
2004,1238,2,0.5,1.0495867768595042,2,0
2004,1245,3,0.6666666666666666,1.0603015075376885,1,0
2004,1275,2,0.5,0.9624060150375939,2,0
2004,1278,2,0.5,0.9745762711864406,2,0
2004,1281,2,0.5,0.8827160493827161,2,0
2004,1305,3,1.0,1.1620111731843576,1,1
2004,1321,2,0.5,0.9333333333333333,2,0
2004,1328,2,0.5,1.008,2,0
2004,1332,2,0.5,0.9868421052631579,2,0
2004,1338,3,0.6666666666666666,1.1085714285714285,1,0
2004,1349,2,0.5,0.9555555555555556,2,0
2004,1376,3,0.6666666666666666,1.0717488789237668,1,0
2004,1390,3,1.0,1.2215909090909092,1,1
2004,1412,2,0.5,1.070921985815603,2,0
2004,1424,3,0.6666666666666666,1.0301507537688441,1,0
2004,1428,3,1.0,1.063157894736842,1,1
2004,1431,3,0.6666666666666666,1.0670103092783505,1,0
2004,1435,3,0.6666666666666666,1.009478672985782,1,0
2004,1438,2,0.5,0.9631901840490797,2,0
2004,1444,3,1.0,1.2682926829268293,1,1
2004,1449,3,0.6666666666666666,1.0081632653061225,1,0
2004,1181,3,0.6666666666666666,1.0666666666666667,0,0
2004,1196,3,0.6666666666666666,1.0346320346320346,0,0
2004,1210,2,0.5,0.9221556886227545,1,0
2004,1228,3,0.6666666666666666,1.0476190476190477,0,0
2004,1242,2,0.5,1.1578947368421053,1,0
2004,1246,3,1.0,1.2040816326530612,0,1
2004,1268,3,1.0,1.0470588235294118,0,1
2004,1276,2,0.5,0.9652777777777778,1,0
2004,1277,2,0.5,1.089430894308943,1,0
2004,1301,2,0.5,1.0256410256410255,1,0
2004,1329,3,1.0,1.144278606965174,0,1
2004,1334,2,1.0,1.0597014925373134,1,1
2004,1400,3,0.6666666666666666,0.9521276595744681,0,0
2004,1403,2,0.5,1.033112582781457,1,0
2004,1458,3,1.0,1.1929824561403508,0,1
2004,1398,1,0.0,0.9466666666666667,12,0
2004,1464,1,0.0,0.6477272727272727,12,0
2004,1347,1,0.0,0.9253731343283582,12,0
2004,1156,1,0.0,0.5806451612903226,12,0
2004,1359,1,0.0,0.7530864197530864,12,0
2004,1440,1,0.0,0.5733333333333334,12,0
2004,1149,1,0.0,0.9,12,0
2004,1460,1,0.0,0.7763157894736842,12,0
2004,1240,1,0.0,0.8292682926829268,12,0
2004,1399,1,0.0,0.8152173913043478,12,0
2004,1457,1,0.0,0.9387755102040817,12,0
2004,1111,1,0.0,0.8591549295774648,11,0
2004,1154,1,0.0,0.8484848484848485,11,0
2004,1441,1,0.0,0.9315068493150684,11,0
2004,1422,1,0.0,0.9647058823529412,11,0
2004,1273,1,0.0,0.8873239436619719,10,0
2004,1391,1,0.0,0.8545454545454545,10,0
2004,1194,1,0.0,0.9647058823529412,10,0
2004,1239,1,0.0,0.8873239436619719,10,0
2004,1453,1,0.0,0.6944444444444444,9,0
2004,1232,1,0.0,0.9365079365079365,9,0
2004,1133,1,0.0,0.7368421052631579,9,0
2004,1145,1,0.0,0.9705882352941176,9,0
2004,1339,1,0.0,0.9390243902439024,9,0
2004,1107,1,0.0,0.8837209302325582,9,0
2004,1259,1,0.0,0.8933333333333333,9,0
2004,1360,1,0.0,0.5853658536585366,9,0
2004,1265,1,0.0,0.8767123287671232,9,0
2004,1420,1,0.0,0.9076923076923077,9,0
2004,1456,1,0.0,0.9285714285714286,9,0
2004,1241,1,0.0,0.9318181818181818,9,0
2004,1119,1,0.0,0.7384615384615385,8,0
2004,1117,1,0.0,0.9397590361445783,8,0
2004,1221,1,0.0,0.9090909090909091,8,0
2004,1383,1,0.0,0.8395061728395061,8,0
2004,1248,1,0.0,0.9850746268656716,8,0
2004,1447,1,0.0,0.9710144927536232,8,0
2004,1174,1,0.0,0.8923076923076924,8,0
2004,1318,1,0.0,0.9367088607594937,8,0
2004,1285,1,0.0,0.9864864864864865,8,0
2004,1298,1,0.0,0.967741935483871,8,0
2004,1127,1,0.0,0.9746835443037974,8,0
2004,1166,1,0.0,0.8928571428571429,8,0
2004,1291,1,0.0,0.8125,8,0
2004,1220,1,0.0,0.8292682926829268,8,0
2004,1384,1,0.0,0.7413793103448276,8,0
2004,1362,1,0.0,0.9259259259259259,8,0
2004,1193,1,0.0,0.9545454545454546,8,0
2004,1131,1,0.0,0.9354838709677419,8,0
2004,1375,1,0.0,0.6904761904761905,8,0
2004,1180,1,0.0,0.803030303030303,8,0
2004,1170,1,0.0,0.9117647058823529,8,0
2004,1179,1,0.0,0.9047619047619048,8,0
2004,1147,1,0.0,0.7714285714285715,7,0
2004,1381,1,0.0,0.8108108108108109,7,0
2004,1331,1,0.0,0.8488372093023255,7,0
2004,1443,1,0.0,0.8157894736842105,7,0
2004,1317,1,0.0,0.978021978021978,7,0
2004,1324,1,0.0,0.8767123287671232,7,0
2004,1103,1,0.0,0.9473684210526315,6,0
2004,1325,1,0.0,0.9642857142857143,6,0
2004,1296,1,0.0,0.8111111111111111,6,0
2004,1185,1,0.0,0.7564102564102564,6,0
2004,1224,1,0.0,0.9833333333333333,6,0
2004,1299,1,0.0,0.7413793103448276,6,0
2004,1322,1,0.0,0.8888888888888888,6,0
2004,1358,1,0.0,0.6235294117647059,6,0
2004,1141,1,0.0,0.967032967032967,6,0
2004,1419,1,0.0,0.8051948051948052,6,0
2004,1402,1,0.0,0.9358974358974359,6,0
2004,1363,1,0.0,0.8947368421052632,5,0
2004,1126,1,0.0,0.9803921568627451,5,0
2004,1409,1,0.0,0.759493670886076,5,0
2004,1207,1,0.0,0.8382352941176471,4,0
2004,1408,1,0.0,0.6153846153846154,4,0
2004,1168,1,0.0,0.875,4,0
2004,1269,1,0.0,0.9620253164556962,4,0
2004,1187,1,0.0,0.8852459016393442,4,0
2004,1452,1,0.0,0.9846153846153847,4,0
2004,1247,1,0.0,0.7636363636363637,4,0
2004,1200,1,0.0,0.7014925373134329,4,0
2004,1379,1,0.0,0.8846153846153846,4,0
2004,1266,1,0.0,0.96875,4,0
2004,1142,1,0.0,0.875,4,0
2004,1371,1,0.0,0.9836065573770492,4,0
2004,1353,1,0.0,0.9508196721311475,4,0
2004,1382,1,0.0,0.7111111111111111,4,0
2004,1397,1,0.0,0.5833333333333334,3,0
2004,1212,1,0.0,0.9302325581395349,3,0
2004,1380,1,0.0,0.9841269841269841,3,0
2004,1290,1,0.0,0.9850746268656716,3,0
2004,1425,1,0.0,0.9620253164556962,3,0
2004,1201,1,0.0,0.7605633802816901,3,0
2004,1393,1,0.0,0.9473684210526315,3,0
2004,1461,1,0.0,0.9367088607594937,3,0
2004,1102,1,0.0,0.8,3,0
2004,1364,1,0.0,0.9508196721311475,3,0
2004,1214,1,0.0,0.9861111111111112,3,0
2004,1120,1,0.0,0.8082191780821918,3,0
2004,1326,1,0.0,0.8313253012048193,3,0
2004,1243,1,0.0,0.8205128205128205,3,0
2004,1411,1,0.0,0.8732394366197183,3,0
2004,1345,1,0.0,0.8253968253968254,3,0
2004,1401,1,0.0,0.918918918918919,3,0
2004,1336,1,0.0,0.9122807017543859,3,0
2004,1304,1,0.0,0.9365079365079365,3,0
2004,1143,1,0.0,0.9425287356321839,3,0
2004,1218,1,0.0,0.9714285714285714,3,0
2004,1396,1,0.0,0.765625,3,0
2004,1116,1,0.0,0.8901098901098901,3,0
2004,1272,1,0.0,0.8472222222222222,3,0
