season,team_id,Games,Wins,WinPct,PointsScored_mean,PointsScored_std,PointsAllowed_mean,PointsAllowed_std,FGM_mean,FGA_mean,FGM3_mean,FGA3_mean,FTM_mean,FTA_mean,OR_mean,DR_mean,Ast_mean,TO_mean,Stl_mean,Blk_mean,data_quality,FGPct,FG3Pct,FTPct,RebMargin,AssistToTurnover,ScoringMargin,Possessions,Pace,eFG_Pct,OffRating,DefRating,NetRating,AssistPct,advanced_stats_quality
2024,1101,31.0,14.0,0.45161290322580644,70.96774193548387,11.094995481350253,73.61290322580645,10.281625744841584,24.677419354838708,58.096774193548384,5.064516129032258,14.806451612903226,16.548387096774192,22.483870967741936,7.806451612903226,21.419354838709676,11.935483870967742,12.096774193548388,7.903225806451613,2.096774193548387,valid,0.42476401998889507,0.3420479302832244,0.7360114777618364,29.225806451612904,0.9866666666666666,-2.6451612903225765,70.93340870831796,70.93,0.47,100.05,103.78,-3.73,48.37,valid
2003,1102,28.0,12.0,0.42857142857142855,57.25,13.892777233485726,57.0,12.23231906179812,19.142857142857142,39.785714285714285,7.821428571428571,20.821428571428573,11.142857142857142,17.107142857142858,4.178571428571429,16.821428571428573,13.0,11.428571428571429,5.964285714285714,1.7857142857142858,valid,0.48114901256732495,0.3756432246998284,0.6513569937369519,21.0,1.1375,0.25,53.54494387914242,53.54,0.58,106.92,106.45,0.47,67.91,valid
2004,1102,28.0,22.0,0.7857142857142857,60.17857142857143,11.879186814133337,50.42857142857143,10.163218254618235,20.285714285714285,42.035714285714285,8.464285714285714,22.214285714285715,11.142857142857142,15.714285714285714,6.142857142857143,15.357142857142858,13.25,10.785714285714286,7.785714285714286,2.357142857142857,valid,0.4825828377230246,0.3810289389067524,0.7090909090909091,21.5,1.228476821192053,9.75,48.20830373039423,48.21,0.58,124.83,104.61,20.22,65.32,valid
2005,1102,29.0,17.0,0.5862068965517241,61.241379310344826,8.662955501995649,55.13793103448276,10.459869358413318,21.413793103448278,47.724137931034484,8.89655172413793,24.413793103448278,9.517241379310345,13.068965517241379,7.620689655172414,15.413793103448276,13.655172413793103,10.068965517241379,8.793103448275861,1.7241379310344827,valid,0.4486994219653179,0.3644067796610169,0.7282321899736148,23.03448275862069,1.356164383561644,6.103448275862064,51.03063315427045,51.03,0.54,120.01,108.05,11.96,63.77,valid
2006,1102,28.0,22.0,0.7857142857142857,63.5,8.900686615212459,54.57142857142857,9.130447927953995,21.928571428571427,45.57142857142857,8.607142857142858,21.678571428571427,11.035714285714286,14.785714285714286,6.785714285714286,17.785714285714285,14.178571428571429,10.928571428571429,8.0,2.107142857142857,valid,0.48119122257053293,0.39703459637561783,0.7463768115942029,24.57142857142857,1.2973856209150327,8.92857142857143,51.53116762670551,51.53,0.58,123.23,105.9,17.33,64.66,valid
2007,1102,30.0,22.0,0.7333333333333333,68.5,12.33931200228177,56.9,10.752225110533459,22.8,46.93333333333333,9.066666666666666,22.466666666666665,13.833333333333334,18.2,6.466666666666667,20.866666666666667,15.033333333333333,10.166666666666666,6.266666666666667,1.4666666666666666,valid,0.4857954545454546,0.4035608308605341,0.7600732600732601,27.333333333333336,1.478688524590164,11.600000000000001,53.33686251023677,53.34,0.58,128.43,106.68,21.75,65.94,valid
2008,1102,28.0,14.0,0.5,57.57142857142857,10.368858544373508,57.32142857142857,10.869779961071723,18.535714285714285,42.392857142857146,7.107142857142857,18.928571428571427,13.392857142857142,19.285714285714285,5.25,21.357142857142858,11.928571428571429,12.678571428571429,6.178571428571429,1.7857142857142858,valid,0.4372367312552653,0.3754716981132076,0.6944444444444444,26.607142857142858,0.9408450704225352,0.25,57.623429812718136,57.62,0.52,99.91,99.48,0.43,64.35,valid
2009,1102,29.0,8.0,0.27586206896551724,57.41379310344828,11.632826831794675,62.310344827586206,11.231662668786786,19.17241379310345,44.06896551724138,6.517241379310345,17.586206896551722,12.551724137931034,18.620689655172413,6.931034482758621,20.896551724137932,11.89655172413793,13.551724137931034,5.068965517241379,2.1724137931034484,valid,0.4350547730829421,0.3705882352941177,0.674074074074074,27.827586206896555,0.8778625954198473,-4.896551724137929,60.92567138501147,60.93,0.51,94.24,102.27,-8.04,62.05,valid
2010,1102,29.0,8.0,0.27586206896551724,55.62068965517241,10.564136747584955,62.96551724137931,10.841332148708512,20.0,45.58620689655172,5.620689655172414,18.103448275862068,10.0,15.689655172413794,6.758620689655173,19.862068965517242,12.275862068965518,12.793103448275861,4.827586206896552,1.5172413793103448,valid,0.43872919818456885,0.3104761904761905,0.6373626373626373,26.620689655172413,0.9595687331536389,-7.344827586206897,61.514471632077274,61.51,0.5,90.42,102.36,-11.94,61.38,valid
2011,1102,28.0,14.0,0.5,64.25,10.26906537634772,64.78571428571429,9.844559102130674,22.428571428571427,47.857142857142854,6.678571428571429,17.75,12.714285714285714,18.142857142857142,5.857142857142857,22.428571428571427,15.428571428571429,11.928571428571429,6.214285714285714,2.5357142857142856,valid,0.46865671641791046,0.3762575452716298,0.7007874015748031,28.285714285714285,1.2934131736526946,-0.5357142857142918,61.664771076925064,61.66,0.54,104.19,105.06,-0.87,68.79,valid
2012,1102,27.0,11.0,0.4074074074074074,60.666666666666664,10.084260393916235,63.25925925925926,12.227310518144309,20.88888888888889,47.0,6.2592592592592595,18.77777777777778,12.62962962962963,18.51851851851852,5.851851851851852,22.296296296296298,13.37037037037037,13.0,6.2592592592592595,2.962962962962963,valid,0.4444444444444445,0.3333333333333333,0.6819999999999999,28.14814814814815,1.0284900284900285,-2.5925925925925952,62.91527867329768,62.92,0.51,96.43,100.55,-4.12,64.01,valid
2013,1102,28.0,15.0,0.5357142857142857,68.92857142857143,13.308111064528278,68.42857142857143,13.790572655981121,24.392857142857142,51.785714285714285,8.321428571428571,21.857142857142858,11.821428571428571,16.25,6.857142857142857,22.178571428571427,15.5,11.928571428571429,6.214285714285714,1.7142857142857142,valid,0.4710344827586207,0.380718954248366,0.7274725274725274,29.035714285714285,1.2994011976047903,0.5,63.062725049915194,63.06,0.55,109.3,108.51,0.79,63.54,valid
2014,1102,28.0,10.0,0.35714285714285715,64.57142857142857,10.514288589831674,70.35714285714286,10.58375514719955,22.071428571428573,51.82142857142857,7.142857142857143,21.714285714285715,13.285714285714286,19.25,8.714285714285714,22.857142857142858,13.392857142857142,13.464285714285714,5.285714285714286,2.9642857142857144,valid,0.4259131633356306,0.32894736842105265,0.6901669758812616,31.57142857142857,0.9946949602122016,-5.785714285714292,67.07555663777595,67.08,0.49,96.27,104.89,-8.63,60.68,valid
2015,1102,29.0,12.0,0.41379310344827586,64.72413793103448,11.398297340656185,65.86206896551724,12.996494411766344,23.620689655172413,50.758620689655174,7.172413793103448,20.24137931034483,10.310344827586206,15.655172413793103,8.793103448275861,20.79310344827586,14.89655172413793,11.724137931034482,6.310344827586207,1.9655172413793103,valid,0.4653532608695652,0.3543441226575809,0.6585903083700441,29.586206896551722,1.2705882352941176,-1.1379310344827616,60.64322209191798,60.64,0.54,106.73,108.61,-1.88,63.07,valid
2016,1102,30.0,12.0,0.4,67.43333333333334,12.269062109936165,73.6,13.872821357380522,23.233333333333334,55.03333333333333,6.3,18.866666666666667,14.666666666666666,21.766666666666666,8.8,25.5,13.033333333333333,13.2,6.1,1.6666666666666667,valid,0.4221683827983041,0.3339222614840989,0.6738131699846861,34.3,0.9873737373737375,-6.166666666666657,71.3291567469725,71.33,0.48,94.54,103.18,-8.65,56.1,valid
2017,1102,31.0,10.0,0.3225806451612903,71.54838709677419,11.37493944211695,75.61290322580645,10.294585694609369,24.225806451612904,56.61290322580645,7.935483870967742,21.870967741935484,15.161290322580646,21.161290322580644,9.451612903225806,25.258064516129032,14.483870967741936,12.483870967741936,5.903225806451613,1.8064516129032258,valid,0.42792022792022794,0.36283185840707965,0.7164634146341464,34.70967741935484,1.1602067183462532,-4.064516129032256,70.05980015410981,70.06,0.5,102.12,107.93,-5.8,59.79,valid
2018,1102,29.0,10.0,0.3448275862068966,66.6896551724138,14.063893609106826,72.72413793103448,11.498125784306074,22.75862068965517,56.10344827586207,7.931034482758621,24.413793103448278,13.241379310344827,17.93103448275862,9.827586206896552,22.689655172413794,13.89655172413793,12.758620689655173,6.448275862068965,2.6206896551724137,valid,0.40565457897971724,0.3248587570621469,0.7384615384615385,32.51724137931035,1.0891891891891892,-6.034482758620683,68.20350593850173,68.2,0.48,97.78,106.63,-8.85,61.06,valid
2019,1102,31.0,13.0,0.41935483870967744,67.38709677419355,13.205244966438746,71.90322580645162,10.524114653846743,24.741935483870968,55.32258064516129,7.258064516129032,22.419354838709676,10.64516129032258,15.64516129032258,7.741935483870968,25.548387096774192,13.290322580645162,13.193548387096774,4.806451612903226,1.8064516129032258,valid,0.4472303206997085,0.3237410071942446,0.6804123711340206,33.29032258064516,1.0073349633251834,-4.516129032258064,69.41519975494111,69.42,0.51,97.08,103.58,-6.51,53.72,valid
2020,1102,31.0,11.0,0.3548387096774194,72.2258064516129,12.703568205873905,75.61290322580645,11.450407327121132,24.838709677419356,55.096774193548384,8.580645161290322,23.225806451612904,13.96774193548387,19.29032258064516,7.419354838709677,24.741935483870968,14.483870967741936,12.451612903225806,4.967741935483871,1.2258064516129032,valid,0.4508196721311476,0.3694444444444444,0.7240802675585284,32.16129032258065,1.1632124352331608,-3.3870967741935516,69.38526874403557,69.39,0.53,104.09,108.98,-4.88,58.31,valid
2021,1102,25.0,5.0,0.2,58.72,7.334393862708314,71.92,11.168855506869685,20.88,46.8,6.96,21.08,10.0,14.44,3.56,17.2,12.32,13.16,7.08,2.48,valid,0.4461538461538462,0.3301707779886148,0.6925207756232687,20.759999999999998,0.9361702127659575,-13.200000000000003,67.83402421760564,67.83,0.52,86.56,106.02,-19.46,59.0,valid
2022,1102,29.0,11.0,0.3793103448275862,59.03448275862069,9.980276114920333,66.03448275862068,10.795113837223798,21.620689655172413,49.55172413793103,7.172413793103448,21.551724137931036,8.620689655172415,13.275862068965518,4.896551724137931,19.17241379310345,12.482758620689655,11.655172413793103,5.448275862068965,3.0344827586206895,valid,0.4363256784968685,0.3328,0.6493506493506493,24.06896551724138,1.0710059171597632,-6.999999999999993,64.02040517391431,64.02,0.51,92.21,103.15,-10.93,57.74,valid
2023,1102,32.0,14.0,0.4375,66.9375,11.581234821900468,67.0625,9.50360712503925,23.625,51.125,8.15625,22.90625,11.53125,15.96875,5.625,21.4375,15.3125,10.90625,5.75,3.9375,valid,0.4621026894865526,0.35607094133697137,0.7221135029354208,27.0625,1.4040114613180517,-0.125,62.360871646580115,62.36,0.54,107.34,107.54,-0.2,64.81,valid
2024,1102,31.0,9.0,0.2903225806451613,66.16129032258064,10.671134816858515,72.35483870967742,10.426083915183666,23.451612903225808,51.74193548387097,8.806451612903226,24.419354838709676,10.451612903225806,15.32258064516129,6.419354838709677,19.451612903225808,14.548387096774194,10.741935483870968,6.516129032258065,3.935483870967742,valid,0.4532418952618454,0.3606340819022457,0.6821052631578948,25.870967741935484,1.3543543543543544,-6.193548387096783,63.96181804751895,63.96,0.54,103.44,113.12,-9.68,62.04,valid
2003,1103,27.0,13.0,0.48148148148148145,78.77777777777777,15.272734210232649,78.14814814814815,12.79033199696523,27.14814814814815,55.851851851851855,5.444444444444445,16.074074074074073,19.037037037037038,25.85185185185185,9.777777777777779,19.925925925925927,15.222222222222221,12.62962962962963,7.2592592592592595,2.3333333333333335,valid,0.4860742705570292,0.33870967741935487,0.7363896848137537,29.703703703703706,1.2052785923753664,0.6296296296296191,68.43762901162704,68.44,0.53,115.11,114.19,0.92,56.07,valid
2004,1103,28.0,13.0,0.4642857142857143,71.75,11.35170080257188,72.14285714285714,10.47294321967515,24.857142857142858,53.285714285714285,6.178571428571429,17.035714285714285,15.857142857142858,24.571428571428573,11.214285714285714,22.357142857142858,15.107142857142858,14.607142857142858,7.392857142857143,2.5357142857142856,valid,0.4664879356568365,0.3626834381551363,0.6453488372093024,33.57142857142857,1.0342298288508558,-0.3928571428571388,67.74528990439678,67.75,0.52,105.91,106.49,-0.58,60.78,valid
2005,1103,28.0,18.0,0.6428571428571429,71.60714285714286,10.286054153702969,66.25,9.998611014647095,24.785714285714285,55.785714285714285,8.142857142857142,21.357142857142858,13.892857142857142,20.357142857142858,10.285714285714286,23.071428571428573,16.107142857142858,13.357142857142858,6.75,3.857142857142857,valid,0.44430217669654287,0.3812709030100334,0.6824561403508772,33.35714285714286,1.2058823529411764,5.357142857142861,64.54931273834381,64.55,0.52,110.93,102.63,8.3,64.99,valid
2006,1103,30.0,21.0,0.7,71.46666666666667,8.41072112752869,66.13333333333334,13.672860945565914,24.333333333333332,54.233333333333334,7.5,21.0,15.3,21.033333333333335,11.0,22.133333333333333,15.633333333333333,12.566666666666666,6.033333333333333,2.966666666666667,valid,0.448678549477566,0.35714285714285715,0.7274167987321711,33.13333333333333,1.2440318302387268,5.333333333333329,62.18176874680921,62.18,0.52,114.93,106.35,8.58,64.25,valid
2007,1103,32.0,25.0,0.78125,74.625,11.006596262710948,61.84375,11.786020628611869,27.03125,55.96875,7.21875,18.375,13.34375,19.84375,12.0,22.96875,15.03125,12.4375,7.71875,4.375,valid,0.48297040759352317,0.39285714285714285,0.6724409448818898,34.96875,1.2085427135678393,12.78125,60.09044525647114,60.09,0.55,124.19,102.92,21.27,55.61,valid
2008,1103,33.0,23.0,0.696969696969697,71.24242424242425,11.127191646565366,63.78787878787879,10.76091764139325,23.848484848484848,53.75757575757576,8.363636363636363,21.727272727272727,15.181818181818182,21.454545454545453,11.181818181818182,20.242424242424242,13.454545454545455,12.757575757575758,7.0606060606060606,2.787878787878788,valid,0.443630214205186,0.38493723849372385,0.7076271186440678,31.424242424242422,1.0546318289786223,7.45454545454546,60.376152990399895,60.38,0.52,118.0,105.65,12.35,56.42,valid
2009,1103,34.0,22.0,0.6470588235294118,66.41176470588235,10.90209222916693,60.5,12.687980473063808,22.58823529411765,54.26470588235294,7.117647058823529,21.61764705882353,14.117647058823529,19.735294117647058,11.735294117647058,21.352941176470587,12.117647058823529,13.735294117647058,7.647058823529412,2.264705882352941,valid,0.416260162601626,0.3292517006802721,0.7153502235469449,33.088235294117645,0.8822269807280514,5.911764705882348,61.03021745688532,61.03,0.48,108.82,99.13,9.69,53.65,valid
2010,1103,33.0,23.0,0.696969696969697,71.03030303030303,11.46321521346882,66.45454545454545,11.866683690828783,25.09090909090909,57.63636363636363,6.606060606060606,19.515151515151516,14.242424242424242,21.393939393939394,13.454545454545455,22.696969696969695,13.515151515151516,13.666666666666666,6.242424242424242,3.1818181818181817,valid,0.4353312302839117,0.33850931677018636,0.6657223796033994,36.15151515151515,0.9889135254988914,4.575757575757578,64.74540810010856,64.75,0.49,109.71,102.64,7.07,53.86,valid
2011,1103,34.0,22.0,0.6470588235294118,69.97058823529412,11.002713974061532,66.32352941176471,11.461980864911332,24.58823529411765,57.205882352941174,7.882352941176471,21.88235294117647,12.911764705882353,18.235294117647058,10.058823529411764,24.205882352941178,14.352941176470589,12.029411764705882,6.4411764705882355,3.411764705882353,valid,0.4298200514138818,0.3602150537634409,0.7080645161290323,34.26470588235294,1.1931540342298288,3.647058823529406,64.55638338852148,64.56,0.5,108.39,102.74,5.65,58.37,valid
2012,1103,32.0,21.0,0.65625,71.46875,10.006399162213567,65.625,9.790548437635016,25.09375,54.40625,5.90625,16.125,15.375,22.25,11.28125,23.75,13.71875,14.34375,7.3125,4.3125,valid,0.4612291786329696,0.36627906976744184,0.6910112359550562,35.03125,0.9564270152505446,5.84375,64.78796032336419,64.79,0.52,110.31,101.29,9.02,54.67,valid
2013,1103,31.0,25.0,0.8064516129032258,71.93548387096774,9.204837437894522,62.25806451612903,10.658229189802856,25.774193548387096,56.935483870967744,6.935483870967742,20.870967741935484,13.451612903225806,20.93548387096774,13.03225806451613,24.774193548387096,15.0,13.741935483870968,7.129032258064516,5.580645161290323,valid,0.4526912181303116,0.3323029366306028,0.6425269645608629,37.806451612903224,1.0915492957746478,9.677419354838712,63.013828840059475,63.01,0.51,114.16,98.8,15.36,58.2,valid
2014,1103,33.0,21.0,0.6363636363636364,67.9090909090909,11.814619218270524,66.03030303030303,11.668560452356711,23.545454545454547,54.515151515151516,7.090909090909091,20.393939393939394,13.727272727272727,22.21212121212121,12.303030303030303,22.666666666666668,11.151515151515152,13.212121212121213,6.606060606060606,4.212121212121212,valid,0.43190661478599224,0.3476968796433878,0.6180081855388813,34.96969696969697,0.8440366972477065,1.8787878787878753,64.05515610985393,64.06,0.5,106.02,103.08,2.93,47.36,valid
2015,1103,34.0,20.0,0.5882352941176471,67.3529411764706,9.164762401460434,63.23529411764706,11.214327479611267,23.147058823529413,56.35294117647059,9.411764705882353,26.941176470588236,11.647058823529411,17.647058823529413,11.970588235294118,23.941176470588236,12.411764705882353,12.176470588235293,6.264705882352941,4.470588235294118,valid,0.4107515657620042,0.34934497816593885,0.6599999999999999,35.911764705882355,1.0193236714975846,4.117647058823536,61.79627279732854,61.8,0.49,108.99,102.33,6.66,53.62,valid
2016,1103,33.0,25.0,0.7575757575757576,76.33333333333333,9.459342824248772,69.06060606060606,10.714882739498933,25.939393939393938,59.81818181818182,11.787878787878787,30.272727272727273,12.666666666666666,18.363636363636363,10.303030303030303,26.12121212121212,14.515151515151516,10.818181818181818,5.333333333333333,3.8484848484848486,valid,0.43363728470111446,0.3893893893893894,0.6897689768976898,36.42424242424242,1.3417366946778713,7.272727272727266,64.50156605992711,64.5,0.53,118.34,107.07,11.28,55.96,valid
2017,1103,33.0,25.0,0.7575757575757576,76.66666666666667,11.378891275808323,71.18181818181819,11.326005875458,26.272727272727273,56.303030303030305,10.090909090909092,27.303030303030305,14.030303030303031,20.696969696969695,9.818181818181818,24.575757575757574,14.515151515151516,11.636363636363637,5.424242424242424,3.121212121212121,valid,0.4666307857911733,0.36958934517203107,0.6778916544655931,34.39393939393939,1.2473958333333333,5.484848484848484,64.64730722178867,64.65,0.56,118.59,110.11,8.48,55.25,valid
2018,1103,31.0,13.0,0.41935483870967744,71.29032258064517,11.87207802194459,76.19354838709677,12.54702980745831,24.677419354838708,57.064516129032256,9.451612903225806,26.64516129032258,12.483870967741936,17.93548387096774,9.580645161290322,23.483870967741936,12.935483870967742,13.838709677419354,5.967741935483871,2.3870967741935485,valid,0.432447710570944,0.35472154963680386,0.696043165467626,33.064516129032256,0.9347319347319348,-4.903225806451601,70.37586036206213,70.38,0.52,101.3,108.27,-6.97,52.42,valid
2019,1103,31.0,15.0,0.4838709677419355,68.35483870967742,12.713636739335637,64.58064516129032,10.782004122760563,23.93548387096774,58.87096774193548,8.870967741935484,28.0,11.612903225806452,16.29032258064516,9.32258064516129,26.806451612903224,11.935483870967742,11.903225806451612,5.612903225806452,3.129032258064516,valid,0.40657534246575344,0.31682027649769584,0.712871287128713,36.12903225806451,1.0027100271002711,3.774193548387103,65.77720620971274,65.78,0.48,103.92,98.18,5.74,49.87,valid
2020,1103,29.0,22.0,0.7586206896551724,74.72413793103448,9.003557042017727,67.17241379310344,14.08410696372039,24.96551724137931,57.13793103448276,9.172413793103448,25.310344827586206,15.620689655172415,20.344827586206897,9.517241379310345,27.620689655172413,12.655172413793103,12.586206896551724,4.896551724137931,2.8620689655172415,valid,0.4369342184671092,0.36239782016348776,0.7677966101694915,37.13793103448276,1.0054794520547945,7.551724137931032,65.55154737430507,65.55,0.52,113.99,102.47,11.52,50.69,valid
2021,1103,21.0,13.0,0.6190476190476191,76.57142857142857,8.749693872195921,72.76190476190476,12.40122881776141,26.571428571428573,60.714285714285715,9.380952380952381,28.095238095238095,14.047619047619047,18.61904761904762,9.0,25.238095238095237,12.80952380952381,11.619047619047619,4.714285714285714,3.761904761904762,valid,0.43764705882352944,0.3338983050847458,0.7544757033248081,34.23809523809524,1.1024590163934427,3.80952380952381,68.43202467034322,68.43,0.51,111.89,106.33,5.57,48.21,valid
2022,1103,31.0,22.0,0.7096774193548387,69.29032258064517,12.765039622309825,64.16129032258064,9.976962711478707,23.580645161290324,51.96774193548387,7.709677419354839,21.677419354838708,14.419354838709678,20.838709677419356,7.870967741935484,23.483870967741936,11.516129032258064,10.838709677419354,5.483870967741935,3.096774193548387,valid,0.4537554314090627,0.3556547619047619,0.6919504643962848,31.35483870967742,1.0625,5.129032258064527,61.166294134486094,61.17,0.53,113.28,104.9,8.39,48.84,valid
2023,1103,31.0,20.0,0.6451612903225806,74.16129032258064,12.620345410469943,68.3225806451613,11.754111611897612,25.387096774193548,57.45161290322581,8.806451612903226,25.193548387096776,14.580645161290322,19.322580645161292,8.387096774193548,23.451612903225808,13.0,10.838709677419354,5.774193548387097,2.6129032258064515,valid,0.44188658057271196,0.3495518565941101,0.7545909849749581,31.838709677419356,1.199404761904762,5.838709677419345,64.34479114142414,64.34,0.52,115.26,106.18,9.07,51.21,valid
2024,1103,32.0,22.0,0.6875,72.34375,8.574566197999228,66.8125,10.566036581058109,25.5625,56.34375,7.5,23.40625,13.71875,18.9375,8.1875,23.875,12.3125,10.8125,5.34375,2.875,valid,0.45368829728230725,0.3204272363150868,0.7244224422442245,32.0625,1.138728323699422,5.53125,63.78533795914747,63.79,0.52,113.42,104.75,8.67,48.17,valid
2003,1104,28.0,17.0,0.6071428571428571,69.28571428571429,11.375272541650391,65.0,8.645272739523076,24.035714285714285,57.17857142857143,6.357142857142857,19.857142857142858,14.857142857142858,20.928571428571427,13.571428571428571,23.928571428571427,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,valid,0.42036227357901307,0.3201438848920863,0.7098976109215018,37.5,0.9112903225806451,4.285714285714292,63.96025275264744,63.96,0.48,108.33,101.63,6.7,50.37,valid
2004,1104,29.0,17.0,0.5862068965517241,72.20689655172414,12.428019352440296,67.44827586206897,12.611180433297358,24.896551724137932,55.0,7.137931034482759,18.620689655172413,15.275862068965518,21.862068965517242,11.310344827586206,24.0,11.862068965517242,13.275862068965518,6.448275862068965,3.103448275862069,valid,0.4526645768025079,0.38333333333333336,0.6987381703470031,35.310344827586206,0.8935064935064935,4.758620689655174,64.50524657503581,64.51,0.52,111.94,104.56,7.38,47.65,valid
2005,1104,30.0,23.0,0.7666666666666667,75.43333333333334,14.428619388952791,64.83333333333333,12.654788744223254,25.366666666666667,52.666666666666664,7.633333333333334,19.566666666666666,17.066666666666666,23.266666666666666,10.233333333333333,26.466666666666665,13.833333333333334,12.666666666666666,5.2,4.433333333333334,valid,0.4816455696202532,0.3901192504258944,0.7335243553008596,36.699999999999996,1.092105263157895,10.600000000000009,61.82290223125001,61.82,0.55,122.02,104.87,17.15,54.53,valid
